BC dist.to.ref.stool	BC dist.to.ref.nasal	UW dist.to.ref.stool	UW dist.to.ref.nasal	WU dist.to.ref.stool	WU dist.to.ref.nasal
700023509	0.498284329673913	0.707256938175676	0.227137014219628	0.198897321099126	0.810619386824061	0.198897321099126
700023551	0.640741154858696	0.690302490810811	0.511961511086497	0.49485256539787	0.410795300860329	0.49485256539787
700023554	0.854434131695652	0.697780280364865	0.366183577600289	0.369023615293677	0.289457018011748	0.369023615293677
700023556	0.729443954108696	0.240927081756757	0.317727324828752	0.192565490392425	0.799330368955901	0.192565490392425
700023589	0.529176377554348	0.521113367378378	0.489503353808775	0.391745916750858	0.6218051653587	0.391745916750858
700023600	0.895968163956522	0.661971003162162	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700023602	0.814225711108696	0.227955686608108	0.317727324828752	0.192565490392425	0.842232918235544	0.192565490392425
700023603	0.631618133195652	0.706435936756757	0.493213895590168	0.39580453389093	0.426343237934537	0.39580453389093
700023634	0.554926631565217	0.709630259797297	0.651718365221823	0.573841898440551	0.777937513142288	0.573841898440551
700023642	0.709833072184783	0.706934964256757	0.604798731665412	0.447147761711592	0.837161204848137	0.447147761711592
700023691	0.524398645521739	0.628596790472973	0.227137014219628	0.198897321099126	0.802486037203181	0.198897321099126
700023701	0.411563639869565	0.70366829777027	0.4794556041196	0.516140412788461	0.832721383920186	0.516140412788461
700023704	0.760478402869565	0.692663328756757	0.317727324828752	0.192565490392425	0.764861573035278	0.192565490392425
700023709	0.695274569206522	0.683924246662162	0.350406921705525	0.254354669698314	0.416157762439861	0.254354669698314
700023805	0.555421407586957	0.611726187824324	0.400211517932863	0.198988237136631	0.793121866398806	0.198988237136631
700023815	0.20884019301087	0.829222848148649	0.317727324828752	0.192565490392425	0.466036291797738	0.192565490392425
700023818	0.7084755965	0.560312607162162	0.389400724845207	0.276645909169581	0.513187885674528	0.276645909169581
700023820	0.69737853698913	0.662591502581081	0.409144196028823	0.320611606582673	0.55412316145067	0.320611606582673
700023823	0.713096815630435	0.714780510445946	0.546147466065787	0.528010061882604	0.391628318423405	0.528010061882604
700023862	0.434740095619565	0.623945347432432	0.393211966160621	0.375462593082385	0.539547297899301	0.375462593082385
700023872	0.553551239663043	0.712017838648649	0.444990718626188	0.339244829956472	0.639819264331416	0.339244829956472
700023880	0.704300580858696	0.700119000108108	0.489503353808775	0.391745916750858	0.402305645882825	0.391745916750858
700023919	0.214368159836957	0.713392834445946	0.227137014219628	0.198897321099126	0.774821755616659	0.198897321099126
700023924	0.883546461228261	0.487843126337838	0.227137014219628	0.198897321099126	0.776514991696077	0.198897321099126
700023925	0.512423442336957	0.635198063594595	0.603305552274927	0.61957827157833	0.779606250249527	0.61957827157833
700023967	0.403048139565217	0.707372533527027	0.604798731665412	0.447147761711592	0.768726891725652	0.447147761711592
700023972	0.766936466543478	0.213883321189189	0.603305552274927	0.61957827157833	0.773917924906927	0.61957827157833
700023975	0.705874510902174	0.701116435040541	0.348122309102707	0.334320250576921	0.778370553370308	0.334320250576921
700023976	0.526554574956522	0.638845906797297	0.672058526498697	0.605873979114537	0.779801452609913	0.605873979114537
700024024	0.238568695445652	0.885163220202703	0.603305552274927	0.61957827157833	0.779606250249527	0.61957827157833
700024042	0.70720014523913	0.704215407432432	0.350406921705525	0.254354669698314	0.820101056744254	0.254354669698314
700024085	0.835562710228261	0.255002614513514	0.400211517932863	0.198988237136631	0.759945781783192	0.198988237136631
700024086	0.228343306586957	0.722487096527027	0.317727324828752	0.192565490392425	0.491603522804091	0.192565490392425
700024087	0.468349252065217	0.666677707635135	0.389400724845207	0.276645909169581	0.488754550409971	0.276645909169581
700024136	0.718276555152174	0.719517828445946	0.350406921705525	0.254354669698314	0.549711732758351	0.254354669698314
700024141	0.231080643815217	0.897029056094595	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024190	0.522594662782609	0.584023376864865	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024201	0.199807219065217	0.715479419635135	0.546079253663669	0.464614892360434	0.754952175410093	0.464614892360434
700024234	0.226430947228261	0.71933889127027	0.527627998719226	0.65000386472855	0.765836790667842	0.65000386472855
700024242	0.709241664195652	0.70803729227027	0.227137014219628	0.198897321099126	0.701648030377609	0.198897321099126
700024295	0.861486156478261	0.462750192054054	0.263293862560601	0.254284462663652	0.839955649778491	0.254284462663652
700024296	0.253778432771739	0.726386257864865	0.317727324828752	0.192565490392425	0.846538242190572	0.192565490392425
700024297	0.575833095195652	0.607241078594595	0.330157300802772	0.285304547332891	0.839281674457109	0.285304547332891
700024339	0.407226601576087	0.647490695986486	0.317727324828752	0.192565490392425	0.602799779090034	0.192565490392425
700024349	0.177244424771739	0.761346143783784	0.525214873304666	0.453105287888957	0.461635926340671	0.453105287888957
700024357	0.712876962336957	0.712735840364865	0.495939754420608	0.329616917407758	0.495897139501159	0.329616917407758
700024396	0.403706025521739	0.672514828445946	0.393211966160621	0.375462593082385	0.601293996562031	0.375462593082385
700024407	0.789293810652174	0.217728418013514	0.400211517932863	0.198988237136631	0.435894168334289	0.198988237136631
700024408	0.275128004271739	0.709033131391892	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024544	0.842388772565217	0.249401302864865	0.603305552274927	0.61957827157833	0.779606250249527	0.61957827157833
700024545	0.20552219923913	0.853089030391892	0.47944509324722	0.567574875637753	0.779146505734644	0.567574875637753
700024546	0.532637826804348	0.585090944432432	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024592	0.751579189369565	0.232869300283784	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024593	0.185287660978261	0.804979901756757	0.672058526498697	0.605873979114537	0.779801452609913	0.605873979114537
700024636	0.418921931456522	0.653116191932432	0.227137014219628	0.198897321099126	0.778702555879294	0.198897321099126
700024646	0.200538333728261	0.816117663905405	0.440612788076572	0.334327099636829	0.561855005037021	0.334327099636829
700024651	0.858408529163043	0.269106381648649	0.485513133264506	0.389143364879504	0.630926692689624	0.389143364879504
700024688	0.73364981575	0.241922804364865	0.193072158552183	0.401861108398903	0.769824865566824	0.401861108398903
700024689	0.274336704706522	0.875431184986487	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700024732	0.330592850173913	0.777564758472973	0.348122309102707	0.334320250576921	0.776371551261831	0.334320250576921
700024740	0.701107184336957	0.691949654432432	0.334069964687287	0.2070889611043	0.892632241658825	0.2070889611043
700024789	0.197243771663043	0.775800417135135	0.317727324828752	0.192565490392425	0.849770852472979	0.192565490392425
700024798	0.516137992619565	0.590188481310811	0.334069964687287	0.2070889611043	0.825862417563749	0.2070889611043
700024804	0.780959919858696	0.219817366986486	0.400211517932863	0.198988237136631	0.846316005768058	0.198988237136631
700024807	0.758289965565217	0.234083277783784	0.546079253663669	0.464614892360434	0.903125489602761	0.464614892360434
700024846	0.202555844663043	0.724607940040541	0.227137014219628	0.198897321099126	0.816734955661685	0.198897321099126
700024851	0.734215128076087	0.283397555959459	0.227137014219628	0.198897321099126	0.836601326153749	0.198897321099126
700024854	0.709744719380435	0.708318102851351	0.400211517932863	0.198988237136631	0.810921782737742	0.198988237136631
700024855	0.486463701315217	0.639454996513513	0.227137014219628	0.198897321099126	0.903040448754581	0.198897321099126
700024907	0.872953113695652	0.307122119932432	0.324442362040502	0.284652084048178	0.815965063880858	0.284652084048178
700024908	0.20096904051087	0.836534540972973	0.317727324828752	0.192565490392425	0.919295884764192	0.192565490392425
700024917	0.493849841043478	0.648106165013513	0.400211517932863	0.198988237136631	0.825762242515833	0.198988237136631
700024955	0.819423609391304	0.23473851172973	0.317727324828752	0.192565490392425	0.779238266750683	0.192565490392425
700024966	0.433669505130435	0.707701747405405	0.604798731665412	0.447147761711592	0.777110950354406	0.447147761711592
700032000	0.286374087978261	0.684438995445946	0.227137014219628	0.198897321099126	0.904940631264907	0.198897321099126
700032042	0.801179785097826	0.219318906378378	0.334069964687287	0.2070889611043	0.886346817723578	0.2070889611043
700032068	0.180937869967391	0.816907593108108	0.317727324828752	0.192565490392425	0.854227467629833	0.192565490392425
700032072	0.519567269086956	0.592286436851351	0.227137014219628	0.198897321099126	0.936559928436602	0.198897321099126
700032086	0.71389145126087	0.258311807581081	0.317727324828752	0.192565490392425	0.903727101919623	0.192565490392425
700032132	0.294035889456522	0.964101360689189	0.350406921705525	0.254354669698314	0.715916425310659	0.254354669698314
700032144	0.450574239402174	0.607557562067568	0.227137014219628	0.198897321099126	0.825371570629278	0.198897321099126
700032180	0.927047281945652	0.341934102351351	0.438429788602448	0.328325775714538	0.897055674528564	0.328325775714538
700032186	0.71560570898913	0.272620543918919	0.595314877901642	0.43767432713698	0.920465894729039	0.43767432713698
700032222	0.450425443586957	0.675490256054054	0.317727324828752	0.192565490392425	0.781576294633559	0.192565490392425
700032226	0.588561025065217	0.594751985486486	0.334069964687287	0.2070889611043	0.870707791250888	0.2070889611043
700032238	0.847883431369565	0.256383160824324	0.227137014219628	0.198897321099126	0.788506704078227	0.198897321099126
700032240	0.730143084228261	0.264990895067568	0.317727324828752	0.192565490392425	0.923207407040686	0.192565490392425
700032243	0.720071321434783	0.721451571554054	0.227137014219628	0.198897321099126	0.827432002902822	0.198897321099126
700032320	0.52772146673913	0.630364877162162	0.381092795718328	0.260457268206294	0.853621997827447	0.260457268206294
700032332	0.900881457836957	0.314338998743243	0.227137014219628	0.198897321099126	0.79886185445463	0.198897321099126
700032334	0.693261549782609	0.451417228054054	0.263293862560601	0.254284462663652	0.758977935353644	0.254284462663652
700032337	0.719481049847826	0.720478598581081	0.361905792368958	0.363931343673288	0.877767902870643	0.363931343673288
700032413	0.185620334782609	0.758688434810811	0.384829838697538	0.34752131501903	0.869986358585151	0.34752131501903
700032425	0.439031980532609	0.689794163905405	0.227137014219628	0.198897321099126	0.810976394662144	0.198897321099126
700032467	0.792729802152174	0.251297431905405	0.317727324828752	0.192565490392425	0.859992290537868	0.192565490392425
700032476	0.720071321434783	0.721451571554054	0.334069964687287	0.2070889611043	0.800002036353176	0.2070889611043
700032640	0.534954122119565	0.618176029621622	0.400211517932863	0.198988237136631	0.832479288209738	0.198988237136631
700032652	0.71914661426087	0.720477287905405	0.227137014219628	0.198897321099126	0.776987749445878	0.198897321099126
700032925	0.226790737369565	0.850007208	0.317727324828752	0.192565490392425	0.803228933727334	0.192565490392425
700032929	0.53078563223913	0.618627232202703	0.334069964687287	0.2070889611043	0.836760440893981	0.2070889611043
700032941	0.807543384978261	0.243065796581081	0.400211517932863	0.198988237136631	0.877092978576586	0.198988237136631
700032943	0.729605000184783	0.256385481716216	0.334069964687287	0.2070889611043	0.82785269765263	0.2070889611043
700033042	0.714511781326087	0.712150325472973	0.632677140148608	0.483985943779307	0.889032123234584	0.483985943779307
700033130	0.246786169619565	0.735544515918919	0.227137014219628	0.198897321099126	0.8253953180842	0.198897321099126
700033134	0.528939625891304	0.618156214472973	0.227137014219628	0.198897321099126	0.776217973820839	0.198897321099126
700033146	0.662639918032609	0.558407920175676	0.317727324828752	0.192565490392425	0.784847291053737	0.192565490392425
700033148	0.687286502173913	0.336427453283784	0.227137014219628	0.198897321099126	0.838862012274587	0.198897321099126
700033151	0.717983719793478	0.717558368986487	0.400211517932863	0.198988237136631	0.796371643934515	0.198988237136631
700033201	0.177523330108696	0.789229755918919	0.350406921705525	0.254354669698314	0.771111604478329	0.254354669698314
700033213	0.419924582869565	0.641282857648649	0.334069964687287	0.2070889611043	0.800490052450326	0.2070889611043
700033249	0.817425016608696	0.295327864783784	0.334069964687287	0.2070889611043	0.859483325047548	0.2070889611043
700033255	0.816423598445652	0.230298621905405	0.440612788076572	0.334327099636829	0.667812615570851	0.334327099636829
700033363	0.18736206725	0.838454290162162	0.317727324828752	0.192565490392425	0.653930685845024	0.192565490392425
700033367	0.518240324717391	0.561630403013514	0.445218280181204	0.425740436241283	0.598550106028849	0.425740436241283
700033436	0.19357932651087	0.77898076522973	0.463398017777254	0.473461840279123	0.455453721746265	0.473461840279123
700033448	0.446765189434783	0.684253315675676	0.445218280181204	0.425740436241283	0.32835513463571	0.425740436241283
700033490	0.705088393108696	0.568390572094595	0.400211517932863	0.198988237136631	0.61429672345598	0.198988237136631
700033499	0.715071321434783	0.717737958162162	0.440612788076572	0.334327099636829	0.453698766656694	0.334327099636829
700033502	0.191530043565217	0.812981404337838	0.263293862560601	0.254284462663652	0.623486142354078	0.254284462663652
700033514	0.470264645793478	0.665174278297297	0.317727324828752	0.192565490392425	0.277182130606769	0.192565490392425
700033556	0.734949748413044	0.234341956662162	0.491678628111923	0.41387265370553	0.64380168492677	0.41387265370553
700033559	0.177574615434783	0.756085946648649	0.317727324828752	0.192565490392425	0.458573835866347	0.192565490392425
700033563	0.521965240380435	0.651945404310811	0.440612788076572	0.334327099636829	0.465948766604856	0.334327099636829
700033575	0.670524764554348	0.331446582351351	0.495939754420608	0.329616917407758	0.477196976941626	0.329616917407758
700033577	0.783867404771739	0.214791314851351	0.317727324828752	0.192565490392425	0.540168845634326	0.192565490392425
700033664	0.199765783728261	0.768199235297297	0.495939754420608	0.329616917407758	0.731394045323359	0.329616917407758
700033676	0.427626112163043	0.645569915554054	0.440612788076572	0.334327099636829	0.465341251135941	0.334327099636829
700033712	0.863266622065217	0.290243102054054	0.440612788076572	0.334327099636829	0.416808892735729	0.334327099636829
700033718	0.727687207423913	0.247202796675676	0.317727324828752	0.192565490392425	0.718052037274807	0.192565490392425
700033726	0.189635066315217	0.813369742648649	0.491370674923255	0.389669445714593	0.39825445600298	0.389669445714593
700033730	0.387281809869565	0.676212684608108	0.317727324828752	0.192565490392425	0.571479939421434	0.192565490392425
700033742	0.87777328426087	0.302009579297297	0.447228442465428	0.423628589160047	0.418136910770326	0.423628589160047
700033744	0.795231688478261	0.321934137135135	0.440612788076572	0.334327099636829	0.583415699222854	0.334327099636829
700033747	0.712552281771739	0.7089171005	0.491370674923255	0.389669445714593	0.596988463582626	0.389669445714593
700033796	0.186123090891304	0.739730240324324	0.440612788076572	0.334327099636829	0.569964862813983	0.334327099636829
700033808	0.453922581293478	0.68114314627027	0.440612788076572	0.334327099636829	0.654644832293575	0.334327099636829
700033850	0.715226775358696	0.259295954486487	0.317727324828752	0.192565490392425	0.492857829257309	0.192565490392425
700033922	0.248651303706522	0.916555540567568	0.440612788076572	0.334327099636829	0.39312526313909	0.334327099636829
700033926	0.435125458097826	0.643082167959459	0.393211966160621	0.375462593082385	0.593116745901096	0.375462593082385
700033940	0.719771824271739	0.394580835472973	0.491370674923255	0.389669445714593	0.441839602366863	0.389669445714593
700033988	0.202923757923913	0.810275299554054	0.491370674923255	0.389669445714593	0.539128689570651	0.389669445714593
700034028	0.414444340141304	0.662102364837838	0.263293862560601	0.254284462663652	0.565252176166475	0.254284462663652
700034040	0.816884176152174	0.236740613391892	0.389400724845207	0.276645909169581	0.450279574394756	0.276645909169581
700034042	0.767229223521739	0.211494273905405	0.393211966160621	0.375462593082385	0.537434118709838	0.375462593082385
700034081	0.22977930076087	0.846218426067568	0.317727324828752	0.192565490392425	0.408457448063361	0.192565490392425
700034085	0.414145518619565	0.659100611918919	0.485391855870252	0.466495459054918	0.346753343139338	0.466495459054918
700034097	0.687680662652174	0.322377762040541	0.445218280181204	0.425740436241283	0.545252356215991	0.425740436241283
700034099	0.726832749576087	0.45687053827027	0.546147466065787	0.528010061882604	0.424403556438649	0.528010061882604
700034166	0.192049756434783	0.832337476175676	0.511961511086497	0.49485256539787	0.429055814428552	0.49485256539787
700034170	0.604195685934783	0.655780505864865	0.524665079684855	0.501338594279701	0.628502863250924	0.501338594279701
700034182	0.662050270054348	0.471782972851351	0.546147466065787	0.528010061882604	0.415091802573994	0.528010061882604
700034184	0.748050575358696	0.231403809405405	0.495939754420608	0.329616917407758	0.610281039754102	0.329616917407758
700034187	0.34020102925	0.614788891540541	0.317727324828752	0.192565490392425	0.618689188671885	0.192565490392425
700034232	0.228222177956522	0.706918879837838	0.485391855870252	0.466495459054918	0.551704219098856	0.466495459054918
700034236	0.588155701326087	0.559077521716216	0.440612788076572	0.334327099636829	0.556952907811895	0.334327099636829
700034250	0.647596336847826	0.440338314810811	0.475983916470515	0.458418014905134	0.405925134355561	0.458418014905134
700034253	0.720071321434783	0.721451571554054	0.338837398142191	0.325771511591061	0.414752712199292	0.325771511591061
700034622	0.181719652021739	0.752502395081081	0.393211966160621	0.375462593082385	0.245019863550272	0.375462593082385
700034626	0.574717480771739	0.595306427094595	0.389400724845207	0.276645909169581	0.566162313274194	0.276645909169581
700034638	0.686016371619565	0.264643140283784	0.445218280181204	0.425740436241283	0.393796825384658	0.425740436241283
700034640	0.775143426173913	0.215291310986486	0.338837398142191	0.325771511591061	0.495611054228078	0.325771511591061
700034772	0.227687610836957	0.888957626337838	0.447228442465428	0.423628589160047	0.466090645144474	0.423628589160047
700034776	0.459390730478261	0.654686412459459	0.445218280181204	0.425740436241283	0.38082401202471	0.425740436241283
700034790	0.800749249695652	0.228262566972973	0.546147466065787	0.528010061882604	0.458872767738763	0.528010061882604
700034793	0.719071321434783	0.720547840945946	0.489503353808775	0.391745916750858	0.545461941674471	0.391745916750858
700034838	0.230466898130435	0.847822393837838	0.445218280181204	0.425740436241283	0.432738974496554	0.425740436241283
700034842	0.4352120415	0.688985913486487	0.483643934377986	0.408820477215883	0.440849119972434	0.408820477215883
700034854	0.833645679445652	0.282544716108108	0.445218280181204	0.425740436241283	0.484661761621828	0.425740436241283
700034856	0.820830040108696	0.235536510783784	0.445218280181204	0.425740436241283	0.539357619994394	0.425740436241283
700034907	0.18045761025	0.810205701378378	0.497722997712251	0.335509636441334	0.420224016198848	0.335509636441334
700034911	0.424293624913044	0.646514496310811	0.489503353808775	0.391745916750858	0.311003111219748	0.391745916750858
700034923	0.711277119434783	0.256926560878378	0.832305468298753	0.847664515027642	0.780578115013952	0.847664515027642
700034925	0.74369305423913	0.315897972162162	0.393211966160621	0.375462593082385	0.456006321139557	0.375462593082385
700035157	0.188457758663043	0.832689882216216	0.317727324828752	0.192565490392425	0.833053726447842	0.192565490392425
700035161	0.583378300315217	0.610026319148649	0.467889041024	0.423465393354728	0.639444837744615	0.423465393354728
700035173	0.717361756184783	0.235407392256757	0.227137014219628	0.198897321099126	0.893379910872326	0.198897321099126
700035175	0.70325514548913	0.351825829162162	0.489503353808775	0.391745916750858	0.590772010246414	0.391745916750858
